Epoch	Sell	Buy	Hold	AverageEpProfit	StdEpProfit	MaxEpProfit	MinEpProfit	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpProfit	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
94	226.0	107.0	0.0	5918.8	6857.896	16344.0	-10763.0	457.5224	664.85724	1509.338	-1104.48	388.43204	3.0517578e-05	388.432	388.432	104.3	5580.0	111.0	93999	111.40536	247.30933	1734.558	-533.97046	-112.94141	3435.928	680.7715859413147
95	239.0	94.0	0.0	9408.111	2399.1309	12729.0	3635.0	793.7077	242.93208	1133.263	214.184	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	94999	113.19791	250.49611	1806.6735	-576.53424	-114.737236	3409.3652	689.3971710205078
96	225.0	108.0	0.0	7939.1113	2160.8062	11792.0	5973.0	633.8186	236.22299	1049.242	423.745	799.995	0.0	799.995	799.995	111.0	9671.0	111.0	95999	115.37804	248.18423	1865.453	-554.11206	-116.89892	3435.2676	697.9657311439514
97	239.0	94.0	0.0	6275.222	2775.8394	11453.0	1576.0	478.74344	280.55527	1003.727	1.965	678.3859	6.1035156e-05	678.386	678.386	111.0	8245.0	111.0	96999	117.45259	251.71687	1894.6964	-582.9591	-118.98156	3509.3447	706.1482570171356
98	239.0	94.0	0.0	7466.5557	1473.6979	9921.0	5023.0	606.2315	146.98442	847.922	362.791	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	97999	116.29258	251.20949	1849.7906	-552.1928	-117.82286	3492.5078	714.1783559322357
99	239.0	94.0	0.0	6099.4443	560.87134	7334.0	5394.0	446.24167	55.490803	569.656	398.92	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	98999	119.14597	249.67894	1878.0156	-590.1246	-120.68178	3443.422	723.671392917633
100	239.0	94.0	0.0	5236.6665	1429.8593	7745.0	2902.0	379.2351	145.1669	632.512	140.311	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	99999	121.39027	248.62093	1787.6835	-594.58887	-122.94438	3342.0564	733.3943889141083
101	239.0	94.0	0.0	5993.5557	1809.6548	9948.0	2302.0	430.0968	179.08331	832.444	80.421	579.03204	6.1035156e-05	579.032	579.032	111.0	7214.0	111.0	100999	123.21315	249.79431	1877.7104	-540.60626	-124.74681	3374.445	742.551549911499
102	239.0	94.0	0.0	6180.778	3512.0527	11453.0	227.0	475.44846	352.3898	1003.98	-125.166	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	101999	123.28971	249.78946	1900.4556	-564.49274	-124.81294	3448.1985	750.8245680332184
103	239.0	94.0	0.0	7635.222	2667.0134	13347.0	4592.0	611.5088	271.85773	1190.971	312.369	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	102999	125.99547	251.4053	1803.763	-610.7375	-127.527	3436.8313	759.6170299053192
104	222.0	111.0	0.0	6398.6665	721.1554	8143.0	5874.0	460.24597	74.02537	643.447	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	103999	127.70639	251.6846	1902.9896	-585.6424	-129.24704	3413.8215	768.6535458564758
105	222.0	111.0	0.0	6028.5557	227.01059	6607.0	5874.0	421.32434	24.789312	483.269	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	104999	129.08102	249.10757	1846.1832	-586.12415	-130.62386	3329.6326	777.5324521064758
106	222.0	111.0	0.0	6114.0	224.94444	6564.0	5874.0	431.00067	21.981337	473.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	105999	131.89983	246.64151	1916.1089	-595.68536	-133.43867	3422.1235	786.9553709030151
107	222.0	111.0	0.0	6941.778	1821.3522	11181.0	5874.0	520.3051	199.70938	995.51	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	106999	133.46997	246.8504	1850.798	-570.79114	-135.00409	3359.361	795.675360918045
108	239.0	94.0	0.0	5819.0	308.1594	6202.0	5048.0	408.39578	21.46677	437.05	360.15	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	107999	135.3454	247.34456	1841.4406	-572.63	-136.87703	3312.281	804.8641469478607
109	238.0	95.0	0.0	5628.3335	3477.4875	10727.0	844.0	420.00635	349.7947	928.598	-60.166	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	108999	136.83316	248.03406	1831.6781	-540.5275	-138.3772	3418.1982	813.4823439121246
110	239.0	94.0	0.0	7213.8887	1825.9979	10508.0	4249.0	579.15454	186.3786	920.899	280.665	579.03204	6.1035156e-05	579.032	579.032	111.0	7214.0	111.0	109999	136.6929	244.28264	1772.6346	-599.6964	-138.23102	3269.953	823.0471279621124
111	239.0	94.0	0.0	8131.5557	3605.9978	15127.0	3955.0	671.5739	363.9176	1374.248	248.898	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	110999	140.29648	243.63586	1840.8578	-570.4429	-141.83385	3264.463	831.1787090301514
112	239.0	94.0	0.0	7208.1113	3184.9636	13936.0	3720.0	577.56213	319.97592	1253.666	227.287	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	111999	141.7655	244.11203	1855.0336	-594.83453	-143.32983	3413.068	839.5505800247192
113	239.0	94.0	0.0	5860.222	2407.9082	9222.0	1772.0	443.89447	243.28267	783.524	27.968	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	112999	146.6277	244.60124	1822.7202	-562.4349	-148.17833	3251.999	848.3754479885101
114	225.0	108.0	0.0	8655.223	2545.3958	13617.0	5064.0	719.1618	259.73273	1227.574	357.673	799.995	0.0	799.995	799.995	111.0	9671.0	111.0	113999	148.26901	243.18204	1859.2769	-577.1054	-149.82806	3142.925	858.5590310096741
115	239.0	94.0	0.0	9991.667	1411.9946	13061.0	7948.0	852.3685	146.5632	1171.301	653.751	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	114999	151.76846	243.1824	1734.8234	-554.09485	-153.31508	3231.7893	868.6074481010437
116	239.0	94.0	0.0	5270.5557	2930.4338	9714.0	1849.0	380.07877	299.45602	829.204	26.722	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	115999	153.97044	244.178	1689.9752	-585.99286	-155.51227	3261.6116	879.021821975708
117	226.0	107.0	0.0	7633.8887	2519.495	11213.0	4301.0	615.4854	257.08072	982.303	283.486	388.43204	3.0517578e-05	388.432	388.432	111.0	5580.0	111.0	116999	155.09451	242.73213	1918.76	-579.9531	-156.63371	3215.8452	888.5284359455109
118	226.0	107.0	0.0	7771.3335	1409.4431	9751.0	5463.0	611.7018	142.38986	809.105	380.588	388.43204	3.0517578e-05	388.432	388.432	111.0	5580.0	111.0	117999	158.19202	240.28482	1739.8687	-550.58795	-159.72237	3144.7053	897.1233959197998
119	239.0	94.0	0.0	6618.0	2386.1968	9777.0	3244.0	512.99744	243.19759	845.803	178.359	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	118999	158.39668	239.99817	1786.8588	-585.99835	-159.93161	3289.4365	907.5522890090942
120	238.0	95.0	0.0	8964.556	3085.5369	12605.0	4097.0	748.6384	317.9019	1127.812	260.314	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	119999	160.02898	237.53989	1697.5249	-558.4251	-161.60274	3066.7004	916.6791570186615
121	226.0	107.0	0.0	5906.5	5776.948	10890.0	-10230.0	452.54742	546.3625	948.15	-1052.44	388.43204	3.0517578e-05	388.432	388.432	104.4	5580.0	111.0	120999	164.35246	236.76279	1599.0386	-579.9129	-165.8798	3134.7205	925.3707001209259
122	239.0	94.0	0.0	7752.1113	3218.5051	14836.0	3793.0	623.5652	326.2969	1345.676	225.237	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	121999	164.20149	236.48108	1674.4562	-593.38306	-165.72714	3214.8435	934.1262488365173
123	226.0	107.0	0.0	6829.3335	2919.4656	10952.0	1581.0	531.5328	291.42975	951.296	6.34	388.43204	3.0517578e-05	388.432	388.432	111.0	5580.0	111.0	122999	167.91614	236.99919	1774.1727	-564.1092	-169.44504	3110.4526	943.0261628627777
124	239.0	94.0	0.0	7658.778	1866.616	10400.0	4816.0	617.4857	189.80888	897.527	335.512	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	123999	167.86758	236.45267	1853.053	-533.39624	-169.40887	3116.6033	951.9274189472198
125	239.0	94.0	0.0	9329.889	3100.4915	13994.0	3286.0	789.48157	314.06952	1264.267	179.302	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	124999	168.57744	234.82202	1719.4264	-582.23145	-170.11433	3051.0366	961.0774960517883
126	238.0	95.0	0.0	7816.6665	2420.6907	12412.0	4141.0	637.49286	244.68213	1102.67	266.987	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	125999	172.26067	233.65161	1726.1848	-582.8536	-173.79062	2987.866	970.113009929657
127	222.0	111.0	0.0	7446.8887	1930.8751	11282.0	4691.0	587.5686	204.4366	987.351	324.792	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	126999	172.01952	232.81175	1695.6085	-564.99396	-173.57	3065.299	979.0280771255493
128	239.0	94.0	0.0	7199.778	2118.2039	11560.0	4433.0	570.02344	217.71968	1015.86	297.02	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	127999	176.09045	230.88358	1676.7035	-569.4974	-177.62447	3011.743	987.9192688465118
129	226.0	107.0	0.0	8177.3335	2053.045	11428.0	5580.0	658.18896	210.16129	1003.922	388.432	388.43204	3.0517578e-05	388.432	388.432	111.0	5580.0	111.0	128999	177.6256	230.95706	1704.3593	-550.9734	-179.15364	3002.854	996.9652941226959
130	226.0	107.0	0.0	7381.8887	3628.6892	13686.0	2799.0	587.84607	369.27188	1230.94	125.469	388.43204	3.0517578e-05	388.432	388.432	111.0	5580.0	111.0	129999	180.62592	231.89337	1733.7102	-567.0552	-182.14351	3057.5535	1005.6663827896118
131	238.0	95.0	0.0	8121.3335	2712.1094	13412.0	3541.0	662.06323	274.05405	1201.032	200.977	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	130999	178.1869	231.12761	1702.5822	-565.15735	-179.719	2915.4116	1014.894248008728
132	238.0	95.0	0.0	8306.777	1939.0806	11540.0	5652.0	678.66876	204.12767	1010.528	395.632	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	131999	183.02846	230.32556	1670.7864	-520.62415	-184.54848	2888.1133	1025.3268029689789
133	238.0	95.0	0.0	7675.5557	1980.372	10062.0	4614.0	622.84644	199.89296	861.704	315.037	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	132999	184.25427	231.36697	1769.6854	-498.6249	-185.7819	3000.0295	1037.173772096634
134	239.0	94.0	0.0	4692.778	1902.9658	8396.0	1875.0	321.11957	191.18687	692.446	37.509	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	133999	185.00491	231.57414	1760.2418	-569.0047	-186.50719	3009.897	1052.0114660263062
135	222.0	111.0	0.0	7950.6665	2517.016	13031.0	5233.0	643.593	261.21545	1163.126	376.834	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	134999	184.65268	234.17212	1785.1846	-581.07086	-186.16055	3063.2683	1065.469908952713
136	225.0	108.0	0.0	7544.5557	1485.7527	9977.0	5874.0	579.9934	155.58652	830.808	404.24	799.995	0.0	799.995	799.995	111.0	9671.0	111.0	135999	185.24194	232.85855	1764.2837	-607.95557	-186.76236	3000.6409	1076.8833029270172
137	239.0	94.0	0.0	7285.3335	1472.2914	9671.0	4990.0	567.98676	147.65741	799.995	352.376	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	136999	187.16293	232.78246	1699.2181	-603.9602	-188.65656	3088.9824	1089.828762769699
138	238.0	95.0	0.0	9449.667	3897.9744	14938.0	1246.0	801.83844	393.4	1354.256	-26.441	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	137999	187.56918	233.81006	1713.465	-614.9102	-189.04903	3016.0984	1102.850732088089
139	222.0	111.0	0.0	7973.8887	3137.345	13071.0	2772.0	643.7958	323.74973	1166.271	122.863	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	138999	191.32542	233.17671	1770.7605	-593.223	-192.81548	2876.548	1114.8103108406067
140	225.0	108.0	0.0	6867.1113	1342.447	9725.0	5874.0	508.71735	141.03333	805.356	404.24	799.995	0.0	799.995	799.995	111.0	9671.0	111.0	139999	191.2783	233.19946	1712.7372	-583.2832	-192.75822	3035.7444	1126.4134290218353
141	238.0	95.0	0.0	8908.889	3003.2349	13244.0	3309.0	741.4612	305.9016	1185.714	182.98	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	140999	192.9104	232.68474	1643.9835	-617.4641	-194.39774	2919.4365	1142.8535590171814
142	239.0	94.0	0.0	7212.8887	3366.3787	12883.0	1877.0	575.457	340.84332	1147.3	32.079	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	141999	194.2165	231.06857	1690.1587	-566.27	-195.70264	2979.269	1154.179592847824
143	239.0	94.0	0.0	8848.0	2663.4116	14368.0	4805.0	742.2903	269.0855	1299.997	334.179	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	142999	194.47174	230.319	1719.4314	-565.9195	-195.95268	2861.529	1165.732421875
144	225.0	108.0	0.0	6796.3335	1512.4518	9695.0	4862.0	508.76794	156.6253	802.419	340.012	799.995	0.0	799.995	799.995	111.0	9671.0	111.0	143999	197.0587	230.0529	1720.776	-627.0001	-198.54967	2942.936	1177.5494530200958
145	238.0	95.0	0.0	6679.222	1406.6149	9733.0	5271.0	506.71988	143.42955	806.195	377.361	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	144999	199.69112	231.07805	1764.508	-620.34937	-201.15291	2865.7852	1193.1010398864746
146	238.0	95.0	0.0	7063.4443	2797.9683	10854.0	1363.0	560.49304	282.49042	943.828	-15.239	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	145999	200.0734	231.2654	1754.4164	-583.67035	-201.53677	2888.655	1208.621295928955
147	239.0	94.0	0.0	9218.333	3487.7153	14912.0	4614.0	778.8825	351.73853	1353.235	314.018	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	146999	202.14136	230.98308	1733.112	-607.9906	-203.60864	2942.792	1220.4681549072266
148	225.0	108.0	0.0	7318.4443	3124.44	13458.0	2699.0	583.599	314.2328	1205.872	120.548	799.995	0.0	799.995	799.995	111.0	9671.0	111.0	147999	203.23167	232.6399	1800.2444	-618.31323	-204.70125	2914.8096	1233.029228925705
149	238.0	95.0	0.0	7328.6665	1235.834	9581.0	5752.0	579.25793	124.99645	791.935	405.632	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	148999	202.49808	230.99213	1786.0403	-642.1713	-203.95296	2880.0454	1244.2815737724304
150	226.0	107.0	0.0	6325.1113	2826.1694	10520.0	1958.0	483.8151	285.35736	908.779	45.601	388.43204	3.0517578e-05	388.432	388.432	111.0	5580.0	111.0	149999	201.40056	231.49983	1660.9813	-631.99646	-202.85875	2952.4565	1254.8229398727417
151	226.0	107.0	0.0	7506.5557	1804.3016	9612.0	5580.0	582.74066	181.94972	795.035	388.432	388.43204	3.0517578e-05	388.432	388.432	111.0	5580.0	111.0	150999	203.19691	231.38081	1771.4819	-606.4916	-204.66927	2947.4456	1265.353422164917
152	226.0	107.0	0.0	6877.5557	1396.3463	9445.0	5738.0	519.518	140.7035	778.199	404.262	388.43204	3.0517578e-05	388.432	388.432	111.0	5580.0	111.0	151999	205.43518	231.29863	1648.1243	-603.4788	-206.88716	2940.5688	1277.928424835205
153	238.0	95.0	0.0	8062.1113	3677.1167	14556.0	2592.0	661.0092	370.4094	1315.476	110.018	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	152999	206.6246	232.13849	1703.1965	-654.28424	-208.07956	2896.4673	1289.6060190200806
154	238.0	95.0	0.0	5668.3335	2747.757	12105.0	2109.0	418.10178	277.86307	1069.445	59.456	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	153999	206.75972	230.77263	1742.9882	-600.8551	-208.22179	2868.8342	1301.5835819244385
155	238.0	95.0	0.0	7071.6665	2392.4805	10993.0	3471.0	559.1085	240.22816	958.064	198.147	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	154999	210.52786	228.09174	1746.2656	-622.7468	-211.9875	2783.3342	1316.051605939865
156	238.0	95.0	0.0	7984.1113	2794.1353	11527.0	3001.0	652.0774	282.97177	1010.349	146.113	901.881	0.0	901.881	901.881	111.0	10470.0	111.0	155999	209.20773	226.35571	1597.9353	-582.8542	-210.66437	2881.8657	1326.1235678195953
157	238.0	95.0	0.0	6299.8887	2092.4875	9720.0	3378.0	481.44644	212.32599	830.226	183.663	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	156999	209.55421	224.39012	1629.8971	-618.1169	-211.00688	2836.4524	1337.3170540332794
158	239.0	94.0	0.0	7203.778	3115.7007	11775.0	2898.0	574.3728	313.29163	1035.837	141.808	393.969	0.0	393.969	393.969	111.0	5423.0	111.0	157999	212.71822	224.35449	1650.6227	-594.365	-214.179	2715.211	1349.2049129009247
159	226.0	107.0	0.0	8921.223	2112.4417	11415.0	3761.0	745.597	211.28235	997.966	230.99	388.43204	3.0517578e-05	388.432	388.432	111.0	5580.0	111.0	158999	212.48557	223.43536	1670.78	-575.3149	-213.90096	2816.637	1360.4316790103912
160	238.0	95.0	0.0	6229.778	1234.543	9668.0	5580.0	454.05945	124.48201	800.639	388.432	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	159999	211.27238	221.87283	1717.3503	-582.0017	-212.7221	2800.0344	1371.3054769039154
161	238.0	95.0	0.0	7355.778	2876.3716	11821.0	2776.0	590.54517	289.95215	1039.455	128.242	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	160999	214.5009	223.17267	1703.5021	-612.54865	-215.94705	2759.0264	1383.9610109329224
162	238.0	95.0	0.0	7761.778	2262.8071	10857.0	3570.0	624.74	229.19696	942.262	207.673	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	161999	215.63382	223.77507	1651.9008	-639.5214	-217.07294	2766.115	1395.8051488399506
163	238.0	95.0	0.0	7892.3335	2481.3435	11746.0	3890.0	643.30725	249.43854	1032.228	241.195	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	162999	216.66293	220.65485	1694.5454	-619.6926	-218.09665	2664.8562	1409.2551448345184
164	238.0	95.0	0.0	6729.5557	3192.0935	11746.0	1732.0	525.5281	323.73206	1034.623	21.332	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	163999	216.68436	222.59239	1702.1443	-607.79175	-218.1134	2785.8596	1420.6804208755493
165	238.0	95.0	0.0	7356.4443	2703.342	11748.0	2915.0	588.23663	275.2596	1034.526	134.637	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	164999	217.4414	220.3742	1630.5476	-575.33386	-218.87091	2678.5708	1431.8795449733734
166	238.0	95.0	0.0	7432.4443	2527.4702	11282.0	4414.0	596.8103	255.19646	985.636	289.011	693.224	0.0	693.224	693.224	111.0	8369.0	111.0	165999	220.61465	219.19328	1765.1816	-539.8218	-222.02303	2654.7407	1443.5322239398956
167	226.0	107.0	0.0	7675.0	1202.8457	8877.0	5631.0	618.8486	124.66377	744.101	414.815	388.43204	3.0517578e-05	388.432	388.432	111.0	5580.0	111.0	166999	218.9233	217.71799	1747.2115	-556.0222	-220.3465	2733.841	1455.11390376091
168	225.0	108.0	0.0	8193.223	1832.3605	9791.0	5580.0	651.41125	184.34045	812.115	388.432	799.995	0.0	799.995	799.995	111.0	9671.0	111.0	167999	220.99101	218.35236	1617.8201	-615.1854	-222.42792	2641.866	1470.5096838474274
169	222.0	111.0	0.0	6346.6665	1219.6418	9792.0	5874.0	453.30167	127.031654	812.185	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	168999	221.74538	220.33081	1700.5638	-582.0988	-223.15733	2717.4058	1486.0168681144714
170	226.0	107.0	0.0	5832.0	96.33737	5904.0	5626.0	403.06042	4.2208877	407.24	393.032	388.43204	3.0517578e-05	388.432	388.432	111.0	5580.0	111.0	169999	221.24872	217.8987	1628.5363	-624.5282	-222.6499	2581.718	1505.631237745285
171	222.0	111.0	0.0	6774.1113	1553.6454	9671.0	5672.0	502.00034	159.90659	799.995	397.632	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	170999	223.09798	216.44624	1576.1707	-580.7639	-224.50887	2658.5735	1525.6746089458466
172	222.0	111.0	0.0	5900.6665	38.586124	5964.0	5874.0	406.90665	3.8586123	413.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	171999	223.80716	218.04468	1601.3495	-592.19275	-225.20175	2687.7686	1546.1179609298706
173	222.0	111.0	0.0	5897.3335	27.487371	5934.0	5874.0	406.57333	2.748737	410.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	172999	224.24362	217.94804	1754.4567	-619.86206	-225.62863	2600.9487	1564.2808351516724
174	222.0	111.0	0.0	5894.0	20.0	5934.0	5874.0	406.24	2.0	410.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	173999	224.38074	219.3195	1632.5184	-657.5286	-225.74867	2698.081	1582.8777530193329
175	222.0	111.0	0.0	5890.6665	24.944384	5934.0	5874.0	405.90665	2.4944384	410.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	174999	224.54764	220.05206	1739.8236	-610.75385	-225.93634	2584.5505	1599.6732149124146
176	222.0	111.0	0.0	5880.6665	12.472191	5904.0	5874.0	404.90665	1.2472191	407.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	175999	225.33817	218.25261	1592.5106	-651.8889	-226.71606	2539.1643	1616.7276589870453
177	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	176999	224.95496	218.3251	1714.8158	-626.8559	-226.33449	2580.9363	1632.4770958423615
178	222.0	111.0	0.0	7152.6665	1834.5868	9702.0	5616.0	544.6742	185.74136	803.095	392.032	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	177999	225.36359	217.03683	1613.5729	-632.6792	-226.72957	2615.007	1651.7851998806
179	222.0	111.0	0.0	5887.3335	14.90712	5904.0	5874.0	405.57333	1.490712	407.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	178999	225.61188	214.60083	1720.0282	-635.491	-226.97734	2533.8853	1667.6786108016968
180	222.0	111.0	0.0	5877.3335	9.42809	5904.0	5874.0	404.57333	0.942809	407.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	179999	225.99171	214.06377	1717.1976	-566.851	-227.36797	2572.3416	1682.029266834259
181	225.0	108.0	0.0	7528.8887	1917.9664	9671.0	5580.0	578.3747	198.27928	799.995	388.432	799.995	0.0	799.995	799.995	111.0	9671.0	111.0	180999	225.09431	214.58832	1704.2073	-612.12396	-226.46857	2576.159	1695.159758090973
182	222.0	111.0	0.0	6831.4443	1550.292	9671.0	5874.0	504.7272	161.62566	799.995	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	181999	224.06708	215.2499	1712.2301	-643.73425	-225.44061	2546.806	1707.807814836502
183	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	182999	225.4034	215.24825	1584.7202	-662.9535	-226.75685	2597.7224	1723.76358294487
184	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	183999	225.50687	216.76764	1649.062	-628.0738	-226.86761	2571.1467	1742.7643439769745
185	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	184999	225.51141	212.94496	1676.449	-631.5706	-226.8446	2465.7346	1767.3328697681427
186	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	185999	225.97182	212.59021	1541.0935	-626.9103	-227.32484	2520.3826	1788.7336919307709
187	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	186999	229.49915	211.12006	1492.7778	-623.2608	-230.82866	2449.979	1808.3801810741425
188	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	187999	227.14307	209.65012	1554.2402	-616.6868	-228.49173	2481.9546	1824.4665598869324
189	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	188999	227.6993	208.02667	1611.9855	-571.2543	-229.02362	2464.434	1837.867527961731
190	222.0	111.0	0.0	6101.3335	425.30173	6897.0	5874.0	429.32333	46.92662	517.115	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	189999	228.40884	206.63905	1734.8153	-602.6152	-229.74045	2325.6528	1851.9308009147644
191	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	190999	228.30917	208.14449	1593.033	-612.0531	-229.63844	2457.1868	1865.7243988513947
192	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	191999	228.46082	209.22179	1587.0934	-612.1701	-229.7758	2484.9382	1884.21591091156
193	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	192999	227.94952	209.22157	1636.8962	-598.97076	-229.2696	2495.131	1909.632926940918
194	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	193999	227.74896	209.60838	1714.2089	-616.32776	-229.08278	2496.1494	1925.983864068985
195	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	194999	227.01823	210.75256	1692.4484	-614.31854	-228.32288	2468.8628	1945.778000831604
196	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	195999	226.69315	209.02437	1748.263	-596.0405	-228.00288	2408.6167	1968.7834849357605
197	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	196999	225.84546	209.42377	1693.8572	-645.6677	-227.16351	2477.329	1991.0344069004059
198	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	197999	226.494	207.08731	1594.6104	-603.7265	-227.79576	2362.6467	2017.2203650474548
199	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	198999	228.9014	207.21762	1649.7448	-618.35767	-230.17784	2342.4067	2040.8201401233673
200	222.0	111.0	0.0	5874.0	0.0	5874.0	5874.0	404.24	0.0	404.24	404.24	404.24	0.0	404.24	404.24	111.0	5874.0	111.0	199999	230.8414	208.66597	1633.953	-594.62976	-232.13287	2357.028	2061.2191500663757
